History,Enumerați trei așezări romane din Dacia.?,"Trei așezări romane din Dacia sunt: Ulpia Traiana Sarmisegetuza, Apulum și Napoca."
History,Ce știți despre Sarmizegetusa?,"Sarmizegetusa Regia (cea regăsescă) a fost capitala și cel mai important centru militar, religios și politic al statului dac înainte de războaiele cu Imperiul Roman. După cucerirea Daciei și înglobarea ei în Imperiul Roman, capitala a fost mutată la Ulpia Traiana (Sarmizegetusa). Ruinele cetății dacice Sarmizegetusa Regia au fost incluse pe lista patrimoniului cultural mondial UNESCO."
History,Ce știți despre Burebista?,"Burebista (82 î.Hr. – 44 î.Hr.) a fost rege al geto-dacilor și întemeietorul statului dac. Într-un desvârșit lider și strateg militar, acesta a reușit unirea triburilor geto-dacice și, de asemenea, să introducă o serie de măsuri administrative care au avut un rol important în consolidarea și stabilitatea statului."
History,Enumerați doi regi geto-daci.?,Doi regi geto-daci sunt: Burebista și Decebal.
History,Ce știți despre Decebal și despre Traian?,"Decebal a fost regele Daciei între anii 87-106. Dacia s-a aflat la apogeul puterii sale în timpul domniei lui Decebal. Traian a fost unul dintre cei mai importanți împărați ai Imperiului Roman. În timpul domniei sale, Imperiul și-a împins întinderea teritorială maximă. Confruntările dintre daci și romani au reînceput în timpul împăratului Traian și a regelui Decebal."
History,Ce știți despre războaiele daco-romane?,"Războaiele daco-romane (101-102, 105-106) au fost două războaie între Imperiul Roman și Dacia, în timpul împăratului Traian. La începutul anului 101, armata romană, condusă chiar de împărat, a atacat Dacia. În anul 106, Decebal s-a înfrânt și siliți să schimbe o pace ci care oricui era extrem de nefavorabilă pentru daci. Din ordinul lui Traian, Apollodor din Damasc, înalță în anii 103-105, un pod peste Dunăre, pe care legiunile romane îl trec în varăiului 105, începutul cel de-al doilea război dacic, care are ca rezultat cucerirea Daciei și moartea lui Decebal."
History,Enumerați două zeități dacice.?,Două zeități dacice sunt: Zalmoxis și Bendis.
History,Ce știți despre Columna lui Traian?,"Columna lui Traian este un monument antic din Roma construit din ordinul împăratului Traian. Columna reproduce artistic, sub forma unor basoreliefuri / sculpturi, războaiele dintre romani și daci purtate de Traian pentru cucerirea Daciei."
History,Ce știți despre Podul lui Traian de la Drobeta-Turnu Severin?,"Podul lui Traian a fost tot construit de Apollodor din Damasc cel care a realizat și Columna lui Traian), între primăvara anului 103 și primăvara anului 105 pe Dunărea de Jos, în orașul Drobeta-Turnu Severin. Scopul construcției a fost de a facilita transportul trupelor romane conduse de Traian și a proviziilor necesare celei de-a doua campanii militare de cucerire a Daciei."
History,Ce știți despre provincia romană Dacia?,"Dacia romană a fost o provincie romană după cucerirea Daciei de către Imperiul Roman sub conducerea lui Traian în 106 și a durat până în 271, un total de 165 de ani. Deoarece Dacia nu fusese cucerită complet, deseori aveau loc incursiuni ale dacilor liberi cu scopul de a hărțui legiunile romane din această zonă."
History,Ce știți despre dacii liberi?,"Dacii liberi este termenul dat de istoricii moderni, dacilor din secolele II-IV, care nu au intrat în componența Imperiului Roman, în cadrul Provinciei romane Dacia. Aceștia se împart în geți, carpi și costoboci."
History,Ce știți despre tezaurul de la Pietroasele?,"Tezaurul de la Pietroasa este un tezaur archeologic format din mai multe obiecte din aur, descoperit în anul 1837, în localitatea Pietroasele, Buzău."
History,Ce știți despre retragerea aureliană?,"Retragerea Aureliană este un eveniment care se referă la evacuarea armatei și a administrației din Dacia romană. Trebuie precizat că Dacia romană a reprezentat doar o parte a Regatului Daciei preromane, fiind inclusă sub controlul roman în muntenia, Banatul, Oltenia și o parte din Muntenia."
History,Enumerați două cuvinte din limba română de origine latină.?,Două cuvinte din limba română de origine latină sunt: sânge (sanguis) și câmp (campus).
History,Enumerați două cuvinte din limba română de origine dacică.?,Două cuvinte din limba română de origine dacică sunt: vatră și bătrân.
History,Enumerați două cuvinte din limba română de origine slavă.?,Două cuvinte din limba română de origine slavă sunt: coajă și clopot.
History,Ce știți despre împădurirea creștinismului în Dacia?,"Transformarea Daciei în provincie romană a creat condiții favorabile pentru propagarea creștinismului. Se poate vorbi de anumiți „misionari neoficiali” recrutați dintre coloniști, soldați din armata romană, negustori sau sclavi, care îmbrățișaseră credința creștină înainte de a veni în Dacia. În secolul al III-lea numărul acestor misionari ""laici"" a sporit prin amuțit captivi creștini - pe care goții - stăpânii acestor ținuturi îi aduceau din Asia Mică. La această influență s-a adăugat, în timpul lui Constantin cel Mare, Câmpia munteană a reținut în stăpânirea Imperiului, deci legăturile permanente ale locuitorilor de aceeași limbă de pe ambele maluri ale Dunării au contribuit la răspândirea masivă a învățăturii creștine."
History,Enumerați trei popoare migratoare care s-au succedat pe teritoriul actual al României.?,"Trei popoare migratoare care s-au succedat pe teritoriul actual al României sunt: bulgarii, tătarii, pecenegii."
History,Ce știți despre formarea poporului român?,"Procesul de formare a poporului român a fost unul complex, compus din 2 mari etape - perioada stăpânirii romane din cauza asigurărilor de colonizatoare a coloniștilor, veteranilor, a administrației romane, formându-se populația daco-romană; - continuitatea daco-romanilor în nordul Dunării, după retragerea aureliană, când fenomenul romanizării i-a cuprins și pe dacii liberi; până la sfârșitul secolului al VIII-lea, populația daco-romană s-a transformat în populație românească."
History,"Ce știți despre ungurii, secuii și sașii?","Sașii sunt un grup etnic de origine predominant germană, stabiliți în sudul și în nord-estul Transilvaniei începând cu mijlocul secolului al XII-lea. Secuii sunt un grup etnic de limbă maghiară din România, de origine turcică, predominant stabiliți în județele Covasna, Harghita și Mureș. Ungurii sunt un corp răspândit în Europa centrală, vorbitori al limbii maghiare, cu importante comunități în România."
History,Ce erau cnezatele și voievodatele?,"Cnezatele și voievodatele erau formațiuni prestatale românești din perioada Evului Mediu. Cnezatul a fost și o formațiune politică prestată, care era formată dintr-un grup de sate românești conduse de un cneaz. În cazul al țărilor române, voievodatele Munteniei, Moldovei și Transilvaniei aveau drept domni „voievozi”, care erau atât șefii statului, cât și comandanții supremi ai armatei."
History,Care erau provinciile istorice ale României?,"Provinciile istorice ale României sunt: Banat, Crișana, Maramureș, Ardeal, Bucovina, Moldova, Basarabia, Oltenia, Muntenia și Dobrogea."
History,Enumerați trei domnitori din Țara Românească.?,"Trei domnitori din Țara Românească sunt: Basarab I, Mircea Cel Bătrân și Vlad Țepeș."
History,Enumerați trei domnitori din Moldova.?,"Trei domnitori din Moldova sunt: Ștefan Cel Mare, Alexandru cel Bun și Alexandru Ioan Cuza."
History,Care au fost capitalele istorice ale Moldovei?,"Capitalele istorice ale Moldovei au fost: Baia, Siret, Suceava și Iași."
History,Care au fost capitalele istorice ale Țării Românești?,"Capitalele istorice ale Țării Românești au fost: Câmpulung, Curtea de Argeș, Târgoviște și București."
History,Ce știți despre Iancu de Hunedoara?,"Iancu de Hunedoara (1407 - 1456) a fost o personalitate dominantă a istoriei românilor din secolul al XV-lea. Acesta a fost voievod al Transilvaniei, guvernator al regatului Ungariei, apoi căpitan suprem al Ungariei și al Transilvaniei."
History,Ce știți despre Matei Corvin?,Matei Corvin a fost unul dintre cei mai mari regi ai Ungariei. El a fost fiul voievodului român Iancu de Hunedoara. A condus Regatul Ungariei intre anii 1458-1490. Matia Corvin a domnit 32 de ani ca rege fiind una dintre cele mai strălucite din istoria Ungariei.
History,Ce știți despre Basarab I?,"Basarab I, supranumit în epoca modernă Basarab Întemeietorul, este fondatorul Țării Românești. A domnit între anii 1310 - 1352."
History,Ce știți despre Mircea cel Bătrân?,"Mircea cel Bătrân a fost domnul Țării Românești intre 1386 și 1394 și intre 1397 și 1418. În timpul lui Mircea cel Bătrân, Țara Românească a ajuns la cea mai mare întindere teritorială din istoria sa."
History,Ce știți despre Vlad Țepeș?,"Vlad Țepeș a domnit în Țara Românească în anii 1448, 1456-1462 și 1476. În timpul domniei sale, Țara Românească și-a obținut temporar independența față de Imperiul Otoman (imperiul turcilor). Perioada Țepeș i-a atribuit de pe urma execuțiilor frecvente prin tragere în țeapă pe care le ordona."
History,Ce știți despre Mihai Viteazul?,"Mihai Viteazul a fost domnul Țării Românești între 1593-1600. Pentru o perioadă (în 1600), a fost conducător al celor trei state medievale care formează România de astăzi: Țara Românească, Transilvania și Moldova."
History,Ce știți despre Matei Basarab?,"Matei Basarab a fost domnul Țării Românești între 1632 și 1654. Domnia i-a fost marcată de confruntări cu Vasile Lupu, domnul Moldovei."
History,Ce știți despre Constantin Brâncoveanu?,"Constantin Brâncoveanu a fost domnul Țării Românești între anii 1688 și 1714, având una din cele mai lungi domnii din istoria principatelor române."
History,Ce știți despre Alexandru cel Bun?,Alexandru cel Bun a fost domnul Moldovei intre anii 1400 - 1432.
History,Ce știți despre Ștefan cel Mare?,"Ștefan cel Mare a fost domnul Moldovei intre anii 1457 și 1504. Acesta a domnit timp de 47 de ani, cea mai lungă domnie din epoca medievală din Țările Române."
History,Ce știți despre Petru Rareș?,"Petru Rareș a fost domn al Moldovei de două ori, prima dată între 1527 și 1538, iar a doua oară între 1541 și 1546. A fost fiul natural al lui Ștefan cel Mare."
History,Ce știți despre Vasile Lupu?,"Vasile Lupu a fost domnul Moldovei în două rânduri, între 1634 – 1653 și mai 1653 – iunie 1653."
History,Ce știți despre Dimitrie Cantemir?,"Dimitrie Cantemir a fost domnul Moldovei în două rânduri (marție-aprile 1693 și 1710 - 1711) și un mare cărturar. Printre ocupațiile sale diverse se-au numărat cele de enciclopedist, etnograf, geograf, filozof și istoric."
History,Ce știți despre Constantin Mavrocordat?,"Constantin Mavrocordat a fost fiul domnitorului grec Nicolae Mavrocordat. A fost un domnitor fanariot, care si-a obținut domniile fiind ales de boieri. După două domnii scurte în Țara Românească, a fost mutat în Moldova, unde a trebuit să mărească dările ca să-și poată cumpăra trecerea tușă și să recâștige tronul pierdut."
History,Cine a fost Alexandru Ioan Cuza?,"Alexandru Ioan Cuza a fost primul domnitor al Principatelor Unite și al statului național Român. Prin alegerea sa ca domn al Moldovei, la 5 ianuarie 1859, și al Țării Românești, la 24 ianuarie 1859, a fost înfăptuită Unirea celor două principate."
History,Ce știți despre bătălia de la Ro vine?,Bătălia de la Rovine a fost una dintre cele mai importante bătălii din istoria Țării Românești și a avut loc în data 17 mai 1395.
History,Ce știți despre bătălia de la Vaslui?,"Bătălia de la Vaslui, cunoscută și ca Bătălia de la Podul Înalt, a avut loc în data de 10 ianuarie 1475 lângă orașul Vaslui, între armatele sub comanda lui Ștefan cel Mare și oastea otomană sub conducerea lui Suleiman Pașa."
History,Ce știți despre bătălia de la Posada?,"Bătălia de la Posada este numele unui conflict militar între Regatul Ungariei și Țara Românească, petrecut în toamna anului 1330. Această bătălie a marcat emanciparea Țării Românești de sub tutela coroanei maghiare."
History,Ce știți despre atacul de noapte al lui Vlad Țepeș?,"Atacul de noapte a fost o bătălie între o armată condusă de Vlad Țepeș și o armată condusă de sultanul Mahomed al II-lea al Imperiului Otoman, desfășurată pe drumul dintre Nicopole și cetatea de scaun a Țării Românești, Târgoviște, în noaptea de 16 iunie 1462. Campania a avut ca rezultat o victorie decisivă a românilor."
History,Ce știți despre bătălia de la Călugăreni?,"Bătălia de la Călugăreni a avut loc la august 1595. Oastea muntenească, condusă de Mihai Viteazul, a încercat si oprească oastea otomană învatatoare, al cărei obiectiv era transformarea Țării Românești în pașalâc/ luarea sub stăpânire a Țării Românești. Operațiunea nu i-au a reușit, ea fiind urmată de ocuparea Bucureștiului de către turci și retragerea lui Mihai Viteazul în munți."
History,Ce știți despre bătălia de la Șelimbăr?,"Bătălia de la Șelimbăr a avut loc în 1599, între oastea Țării Românești, condusă de Mihai Viteazul și oastea Transilvaniei, condusă de cardinalul Andrei Báthory. Bătălia s-a terminat cu victoria armatei conduse de Mihai Viteazul care și-a deschis astfel drumul spre cetatea Alba-Iulia, unde a înfăptuit prima unire a Transilvaniei cu Țara Românească."
History,Trei exemple de mănăstiri din Țara Românească.?,"Trei mănăstiri din Țara Românească sunt: Mănăstirea Curtea de Argeș, Mănăstirea Tismana și Mănăstirea Dealu."
History,Trei exemple de mănăstiri din Moldova.?,"Trei mănăstiri din Moldova sunt: Mănăstirea Voroneț, Mănăstirea Putna și Mănăstirea Sucevița."
History,Ce știți despre mănăstirea Putna?,"Mănăstirea Putna este un lăcaș monahal ortodox, unul din cele mai importante centre culturale, religioase și artistice românești. A fost supranumită „Ierusalimul Neamului Românesc” (Mihai Eminescu)."
History,Ce știți despre mănăstirea Voroneț?,"Mănăstirea Voroneț, numită și “Capela Sixtină a Estului”, este un complex monahal medieval construit în satul Voroneț. Ea constituie una dintre cele mai valoroase ctitorii ale lui Ștefan cel Mare. Biserica a fost ridicată în numai 3 luni și 3 săptămâni, ceea ce constituie un record pentru acea vreme."
History,Trei exemple de orașe din Țara Românească în Evul Mediu.?,"Trei orașe din Țara Românească în Evul Mediu erau: Curtea de Argeș, Târgoviște și București."
History,Trei exemple de orașe din Moldova în Evul Mediu.?,"Trei orașe din Moldova în Evul Mediu erau: Baia, Suceava și Iași."
History,Trei exemple de orașe din Transilvania în Evul Mediu.?,"Trei orașe din Transilvania în Evul Mediu erau: Brașov, Alba Iulia și Sibiu."
History,Care erau clasele sociale în Evul Mediu?,"Clasele sociale în Evul Mediu au fost: țăranii liberi, țăranii dependenți (aserviți), feudalul și clerul."
History,Ce știți despre boieri și iobagi?,"Boierul era un mare stăpân de pământ care deținea și o funcție înaltă în stat. Iobagul este țăranul legat de pământ, dependent de stăpânul feudal (boierul) și obligat să-i facă acestuia prestații în muncă, în natură sau în bani."
History,Ce știți despre conflictele sociale din Transilvania în Evul Mediu?,"Cele mai frecvente conflicte erau între țăranii dependenți și boieri, precum și între boieri și domnitori. Înăutățirea situației țăranilor a avut drept rezultat două răscoale mari: Răscoala de la Bobâlna (1437 şi 1438) și Răscoala lui Gheorghe Doja (1514)."
History,Ce știți despre Școala Ardeleană?,Școala Ardeleană a fost o mișcare de emancipare politico-socială a românilor din Transilvania. Reprezentanții Școlii Ardelene au adus argumente istorice și filologice în sprijinul tezei că românii transilvăneni sunt descendenți direcți ai colonistilor romani din Dacia.
History,Enumerați două cetăți medievale din Moldova.?,Două cetăți medievale din Moldova sunt: Cetatea Suceava și Cetatea Neamț.
History,Enumerați două cetăți medievale din Țara Românească.?,Două cetăți medievale din Țara Românească sunt: Curtea Domnească din Târgoviște și Cetatea Frumoasa.
History,Enumerați două cetăți medievale din Transilvania.?,Două cetăți medievale din Transilvania sunt: Cetatea Râșnov și Cetatea Clujului.
History,Ce știți despre revoluția condusă de Tudor Vladimirescu?,"Revoluția de la 1821 condusă de Tudor Vladimirescu a fost unul dintre evenimentele care au marcat începutul procesului de renaștere națională a României. Revoluția a avut cauze naționale, economice și sociale."
History,Ce știți despre Regulamentele Organice?,Regulamentul organic a fost prima lege organică constituțională în Țara Românească și Moldova. A fost promulgată în 1831-1832 de către autoritățile imperiale rusești și a rămas valabilă până în anul 1858. Regulamentul a oferit celou două principate primul lor sistem comun de guvernare.
History,Ce știți despre Revoluția de la 1848?,Revoluția Română de la 1848 a fost parte a revoluțiilor europene din același an și expresie a procesului de afirmare a națiunii române și a conștiinței naționale. Revoluția Română de la 1848 s-a desfășurat în condițiile ca parte din teritoriul național se aflau în stăpânirea imperiilor vechi.
History,Ce știți despre Avram Iancu?,"Avram Iancu a fost un avocat transilvănean și revoluționar român pașoptist, care a jucat un rol important în Revoluția de la 1848 din Transilvania."
History,Ce știți despre Unirea Principatelor Române?,"Unirea Principatelor Române a avut loc la jumătatea secolului al XIX-lea prin unirea statelor Moldova și Țara Românească sub numele Principatele Unite ale Moldovei și Țării Românești. Procesul uniri, bazat pe apropierea puterilor europene culturali și economici între cele două țări, a cunoscut o etapă decisivă, prin alegerea lui Alexandru Ioan Cuza ca domnitor al ambelor principate."
History,Care au fost Regii României?,"Regii României au fost: Carol I, Ferdinand I, Carol al II-lea și Mihail I."
History,Ce știți despre regele Carol I?,"Carol I al României a fost domnitorul, apoi regele României, care a condus Principatele Române și apoi România după abdicarea/renunțarea la tron forțată de o lovitura de stat a lui Alexandru Ioan Cuza."
History,Ce știți despre regele Ferdinand I?,"Ferdinand I a fost al doilea rege al României, din 1914 până la moartea sa din anul 1927. În timpul domniei sale s-a înfăptuit Marea Unire din 1918, s-au pus bazele consolidării statului național unitar român și s-au adoptat masuri fundamentale pentru dezvoltarea țării noastre, ca de exemplu: votul universal, reforma agrară și Constituția din 1923."
History,Ce știți despre regele Carol al II-lea?,"Carol al II-lea al României a fost rege României între 1930-1940. Carol a fost primul născut al regelui Ferdinand I al României și al soției sale, regina Maria. Domnia lui a fost marcată la început de defectele marii crize economice și financiare."
History,Ce știți despre regele Mihai I?,"Mihai I a domnit ca Rege al României între 1927 și 1930, precum și între 1940 și 1947. A fost unul dintre puținii foști șefi de stat din perioada celui de-al Doilea Război Mondial care au trăit și în secolul XXI."
History,Ce știți despre Regina Elisabeta a României?,"Elisabeta a României, a fost regina României în timpul domniei soțului său, Carol I al României, patroană a artelor, fondatoare a unor instituții caritabile, poeți, eseistă și scriitoare."
History,Ce știți despre Regina Maria a României?,"Regina Maria a fost a doua regină a României, în calitate de soție a Regelui Ferdinand I al României. Încă de la început, Regina Maria s-a implicat activ in viața politică, având întâlniri cu miniștri și diplomați și susținându-și fervent punctele de vedere. Regina a coordonat colaborarea cu Crucea Roșie, a organizat spitale de campanie și a strâns fonduri pentru serviciul de ambulanță."
History,Ce știți despre Ion C. Brătianu?,"Ion C. Brătianu, a fost un om politic român, ministru în secolul al XIX-lea, președinte și membru de onoare al Academiei Române. Acesta a contribuit prin activitatea sa la constituirea statului român modern. El s-a situat întotdeauna în prim-planul evenimentelor istorice care au marcat destinul poporului român: Revoluția de la 1848, Unirea Principatelor, cucerirea Independenței de stat."
History,Ce știți despre prima constituție a României?,"Constituția din 1866 este actul juridic și politic fundamental al României adoptat după Unirea Principatelor Române. A fost prima constituție elaborată fără consultare străină și fără aprobare externă, devenind un act de manifestare a independenței României, oferind cadrul pentru evoluția statului român pe baze moderne și democratice."
History,Ce știți despre războiul de la 1877?,"Războiul de Independență al României este numele folosit în istoriografia română pentru participarea Principatului României la Războiul Ruso-Turc din anii 1877–1878. În urma acestui război, România și-a obținut independența față de Imperiul Otoman, alături de Serbia și Muntenegru."
History,România în primul Război Mondial.?,"În timpul primului prim Război Mondial, scopul politic principal al participării României la război era realizarea statului național unitar român. Din punct de vedere al statuluiului de belligeranți, România a fost pe rând: țară neutră, țară beligerantă de partea Antantei, în stare de armistițiu, țară necombătantă, țară beligerantă de partea Antantei. După ce Rusia a încheiat pacea de la Brest-Litovsk cu Puterile Centrale, România a fost nevoită să ceară armistițiul și apoi să iasă din război și să semneze o pace separată în primăvara lui 1918. La sfârșitul Primului Război Mondial, Imperiul Austro-Ungar a fost desființat; astfel a fost posibilă formarea României Mari prin Unirea Banatului, Bucovinei și Transilvaniei cu România."
History,Ce știți despre formarea statului național unitar român?,"Începutul cristalizării statului român a avut loc, în anul 1859, când sub domnia lui Alexandru Ioan Cuza, Moldova și Țara Românească se unesc într-un nou stat, România. Unirea Transilvaniei, Banatului, Crișanei și Maramureșului cu România, din 1 decembrie 1918, reprezintă sfârșitul procesului de creare a statului național unitar român."
History,Ce știți despre învățământul superior din provinciile românești?,"Istoria învățământului superior românesc își are rădăcinile la fondarea Colegiului “Sfântul Sava”, în 1694 de către domnitorul Constantin Brâncoveanu. Prima instituție modernă de învățământ superior din provinciile române unite a fost Universitatea din Iași, fondată în1860, urmată de Universitatea din București în 1864. Tandem de înființarea Universității din București apar câteva dintre facultățile de bază ale instituției: Școala Națională de Medicină și Farmacie, Facultatea de Drept (1859), Facultatea de Litere (1869). În 1884 apare și Facultatea de Teologie."
History,Cine a fost Spiru Haret?,"Spiru Haret a fost un matematician, fizician, profesor, om politic, ministru al cultului și instrucțiunilor publice, membru titular al Academiei Române. Supranumit „omul școlii” pentru opera sa reformatoare. Spiru Haret este considerat organizatorul școlii moderne românești."
History,Cine a fost Gheorghe Asachi?,"Gheorghe Asachi a fost un poet, prozator și dramaturg român, de origine armeană. El a fost un întemeietorul invățământului istoric, a condus numeroase reviste literare și a recuperat manuscrisul Țiganiada, celebra operă a lui Ion Budai-Deleanu."
History,Cine a fost Gheorghe Lazăr?,"Gheorghe Lazăr a fost un pedagog, teolog, traducător și inginer român, considerat fondatorul învățământului în limba română din Țara Românească (în 1818 a înființat în București prima școală cu predare în limba română, Școala de Sfântul Sava)."
History,Enumerați trei istorici români.?,"Trei istorici români sunt: Nicolae Iorga, Neagu Djuvara și B.P. Hasdeu."
History,Ce știți despre Nicolae Bălcescu?,"Nicolae Bălcescu a fost un istoric, scriitor și revoluționar român. Alături de fratele său a participat la Revoluția din 1848. Prin capodopera sa Românii supți Mihai Voievod Viteazul, Bălcescu l-a impus în canonul național pe voievodul Mihai Viteazul."
History,Ce știți despre Mihail Kogălniceanu?,"Mihail Kogălniceanu a fost un om politic de orientare liberală, avocat, istoric și publicist român originar din Moldova, care a devenit prim-ministru al României în 1863, după Unirea din 1859 a Principatelor Dunărene în timpul domniei lui Alexandru Ioan Cuza, și mai târziu a servit ca ministru al Afacerilor Externe sub domnia lui Carol I. A fost unul dintre cei mai influenți intelectuali români ai generației sale."
History,"România după Marea Unire – teritoriu, populație, minorități.?","După Tratatul de la Versailles din 1920, termenul de „România Mare” a intrat în uz,  țara bucureșteană cu cea mai mare extindere teritorială din istoria sa. Pe plan scocial, țărănimea a continuat să rămână clasa cea mai numeroasă, dar a crescut și numărul muncitorilor industriali și al intelectualității. Pe lângă populația majoritară românească, exista și minorități (maghiari, germani, ruși etc.), se care se bucurau de același drepturi ca cetățenii români: aveau partide politice proprii, reprezentare în Parlament, școli în limbile materne, dreptul de a folosi limba maternă în justiție, administrație, aveau publicații proprii."
History,Ce știți despre partidele politice din perioada interbelică în România?,"În zona aceasta modernizată de formări politice se înregistrează în perioada primelorlor trei alegeri parlamentare (1919-1922), organizate în baza votului universal. Printre exemplele de partide amintim, exemplificativ: Partidul Național Român din Transilvania, Partidul Democrat al Unirii din Bucovina, Partidul Țărănesc din Basarabia, precum și partidele social-democrate din aceste provincii."
History,Cine au fost Iuliu Maniu și Iuliu Hossu?,"Iuliu Maniu a fost un om politic român, deputat roman de Transilvania in Dieta de la Budapesta, de mai multe ori prim-ministru al României, președinte al Partidului Național-Țărănesc. Iuliu Hossu a fost episcop al Episcopiei greco-catolice de Cluj-Gherla, deținut politic, cardinal, senator de drept in Parlamentul României, membru de onoare (din 1945) al Academiei Române."
History,Ce știți despre Constituția României de la 1923?,"Constituția României din 1923 a consfințit unificării, cum mai e numită, consfințirea realizarea României Mari. Potrivit Constituției din 1923, România era o monarhie constituțională, stat național, unitar, indivizibil, cu teritoriul inalienabil."
History,Cine a fost Nicolae Titulescu?,"Nicolae Titulescu a fost diplomat, jurist, profesor universitar și om politic român, în repetate rânduri ministru al afacerilor străine. Una din personalitățile de prim rang pe care România le-a dat, Titulescu a fost un om dedicat șirii sale în pofta ostilității, a izolării politice. Acesta a militat în favoarea relațiilor apropiate cu vecinii dar și a restabilirii relațiilor cu Uniunea Sovietică"
History,Ce s-a întâmplat la 28 iunie 1940?,"Pe 28 iunie 1940, România a primit un ultimatum din partea Uniunii Sovietice, prin care se cerea evacuarea administrației civile și a armatei române din Basarabia (în prezent, Moldova) și din partea nordică a regiunii Bucovina. În cazul în care retragerea nu s-ar fi făcut în termenul impus de partea zil, România era amenințată cu războiul."
History,România în al doilea război mondial.?,"Participarea României în cel de-al Doilea Război Mondial s-a caracterizat prin două campanii: - cea din est pentru eliberarea Basarabiei și Bucovinei, pierdută - cea din vest pentru eliberarea Transilvaniei, câștigată. La încheierea războiului, pe planul diplomatic, doar participarea de partea Axei i fost luată la socoteală și România a semnat Tratatul de pace de la Paris (1946) ca stat dușman învins."
History,Ce s-a întâmplat la 23 august 1944?,"Actul de la 23 august 1944 a fost acțiunea prin care regele Mihai I a decis demiterea și arestarea lui Ion Antonescu, prim-ministrul României și „Conducătorul Statului”, și a dispus încetarea imediată a colaborării României cu Puterile Axei și începerea tratativelor de armistițiu cu Aliații și de colaborare militară cu Uniunea Sovietică."
History,Când a abdicat regele Mihai I?,"Lovitura de stat petrecută în perioada 30 decembrie 1947 - 3 ianuarie 1948 reprezintă acțiunea ilegală, de forță, prin care comuniștii români, sprijiniți de ocupanții militari sovietici, au impus Regelui Mihai, prin șantaj și amenințare, semnarea unui act de abdicare, au proclamat Republica Populară Română și au silit Familia Regală să părăsească țara într-un exil forțat care a durat până în anul 1997."
History,Numiți doi șefi de stat ai României din perioada 1947-1989.?,Doi șefi de stat ai României din perioada 1947-1989 au fost: Gheorghe Gheorghiu-Dej și Nicolae Ceaușescu.
History,Când a devenit România membră a Organizației Națiunilor Unite?,România a devenit membră a Organizației Națiunilor Unite în data de 14 decembrie 1955.
History,Ce știți despre Nicolae Ceaușescu?,"Nicolae Ceaușescu a fost un politician român și secretar general al Partidului Comunist Român. El a fost șeful de stat al Republicii Socialiste România din 1967 până la căderea regimului comunist, în 22 decembrie 1989. La 22 decembrie 1989, printr-un decret a fost constituit Tribunalul Militar Excepțional. La 25 decembrie 1989, soții Nicolae și Elena Ceaușescu au fost judecați de acest tribunal în cadrul unui proces sumat, condamnați la moarte și executați la câteva minute după pronunțarea sentinței."
History,Ce știți despre Revoluția anticomunistă din 1989?,"Revoluția Română din 1989 a constat într-o serie de proteste, lupte de stradă și demonstrații desfășurate în România, între 16 și 25 decembrie 1989, care au dus la căderea dictatorului Nicolae Ceaușescu și la sfârșitul regimului comunist din România."
History,Care au fost președinții României după 1989?,"Președinții României după 1989 au fost: Ion Iliescu, Emil Constantinescu, Traian Băsescu și Klaus Iohannis."
History,Enumerați patru prim-miniștri ai României după 1989.?,"Patru prim-miniștri ai României după 1989 sunt: Victor Ponta, Emil Boc, Viorica Dăncilă și Ludovic Orban."
History,Ce știți despre Constituția României din 1991?,"Constituția României este legea fundamentală a statului român care reglementează, printre altele, principiile generale de organizare a statului, drepturile, libertățile și îndatoririle fundamentale ale cetățenilor și autorităților publice fundamentale. Actuala Constituție a României a fost adoptată în ședința Adunării Constituante din 21 noiembrie 1991 și a intrat în vigoare în urma aprobării ei prin referendumul național din 8 decembrie 1991."
History,Când a devenit România membră NATO?,România a devenit membră NATO în anul 2004.
History,Când a intrat România în Uniunea Europeană?,România a aderat la Uniunea Europeană în anul 2007.
History,Recunoașteți personalitatea din imaginea de mai jos:?,Personalitatea din imaginea dată este: Burebista.
